Company,ID,Domain,Proposition,,,,,,,,,,,,
Arya Vaidya Sala  ,@kottakkal_ayurveda_official,Ayurveda   ,modern brand shaping ayurveda experiences,,,,,,,,,,,,
Vaidyaratnam    ,@vaidyaratnamofficial,Ayurveda   ,modern brand shaping ayurveda experiences,,,,,,,,,,,,
Dhootapapeshwar    ,@sdlindia,Ayurveda   ,modern brand shaping ayurveda experiences,,,,,,,,,,,,
Go Desi   ,@godesi_foods,Functional Foods  ,nutrition focused foods for active lifestyles,,,,,,,,,,,,
Snackible    ,@snackible,Functional Foods  ,everyday healthy foods with real ingredients,,,,,,,,,,,,
iD Fresh Food  ,@idfreshfood,Functional Foods  ,healthy snacks crafted for mindful eating,,,,,,,,,,,,
Millet Magic   ,@milletmaagic,Functional Foods  ,healthy snacks crafted for mindful eating,,,,,,,,,,,,
Myprotein India   ,@myproteinin,Protein Nutrition  ,modern brand shaping protein nutrition experiences,,,,,,,,,,,,
Dymatize India   ,@dymatizeindia,Protein Nutrition  ,modern brand shaping protein nutrition experiences,,,,,,,,,,,,
Isopure India   ,@isopure_india,Protein Nutrition  ,modern brand shaping protein nutrition experiences,,,,,,,,,,,,
MuscleTech India   ,@muscletech_in,Protein Nutrition  ,modern brand shaping protein nutrition experiences,,,,,,,,,,,,
Ainmane Coffee   ,@ainmane,Specialty Coffee  ,specialty brews celebrating origin and roasting,,,,,,,,,,,,
Kapi Kottai   ,@kapikottai,Specialty Coffee  ,indie coffee culture built on craft roasting,,,,,,,,,,,,
Nescafe India   ,@nescafeindia,Specialty Coffee  ,craft coffee roasted for rich flavor,,,,,,,,,,,,
Wagh Bakri   ,@waghbakritea.official,Specialty Tea  ,luxury tea blends for modern drinkers,,,,,,,,,,,,
Society Tea   ,@societytea,Specialty Tea  ,single estate teas with authentic flavor,,,,,,,,,,,,
Brooke Bond   ,@brooke_bond_go_vegan,Specialty Tea  ,heritage teas sourced from select gardens,,,,,,,,,,,,
Tetley India   ,@tetleyindia,Specialty Tea  ,single estate teas with authentic flavor,,,,,,,,,,,,
Heritage Foods   ,@heritagefoodusa,Dairy & Farm ,modern brand shaping dairy & farm experiences,,,,,,,,,,,,
Chitale Dairy   ,@chitaledairy,Dairy & Farm ,modern brand shaping dairy & farm experiences,,,,,,,,,,,,
Parag Milk Foods  ,@paragmilkfoods,Dairy & Farm ,modern brand shaping dairy & farm experiences,,,,,,,,,,,,
Wakao Foods   ,@wakaofoods,Plant-Based   ,modern brand shaping plant-based experiences,,,,,,,,,,,,
Vezlay Foods   ,@vezlayfoods,Plant-Based   ,modern brand shaping plant-based experiences,,,,,,,,,,,,
Goodmylk    ,@goodmylkco,Plant-Based   ,modern brand shaping plant-based experiences,,,,,,,,,,,,
Paul John Whisky  ,@pauljohnwhisky,Beverages   ,modern brand shaping beverages experiences,,,,,,,,,,,,
Sting India   ,@sting_india,Beverages   ,modern brand shaping beverages experiences,,,,,,,,,,,,
Monster India   ,@monsterindia007,Beverages   ,modern brand shaping beverages experiences,,,,,,,,,,,,
Peter England   ,@peterengland,Men's Fashion  ,modern menswear built for everyday style,,,,,,,,,,,,
Van Heusen India  ,@vanheusenind,Men's Fashion  ,modern menswear built for everyday style,,,,,,,,,,,,
Arrow India   ,@packersarrowindia,Men's Fashion  ,smart casual fashion for urban men,,,,,,,,,,,,
Louis Philippe India  ,@louisphilippeindia,Men's Fashion  ,contemporary apparel for confident modern men,,,,,,,,,,,,
Park Avenue   ,@parkavenuestyleup,Men's Fashion  ,contemporary apparel for confident modern men,,,,,,,,,,,,
Manyavar    ,@manyavar,Men's Fashion  ,contemporary apparel for confident modern men,,,,,,,,,,,,
Dennis Lingo   ,@dennislingo.official,Men's Fashion  ,youth driven fashion with bold identity,,,,,,,,,,,,
Vero Moda India  ,@veromodaindia,Women's Fashion  ,fashion forward clothing for confident women,,,,,,,,,,,,
Only India   ,@onlyindia,Women's Fashion  ,contemporary womenswear blending style and comfort,,,,,,,,,,,,
Mango India   ,@mangostores_india,Women's Fashion  ,contemporary womenswear blending style and comfort,,,,,,,,,,,,
Forever 21 India  ,@forever21_in,Women's Fashion  ,fashion forward clothing for confident women,,,,,,,,,,,,
Pantaloons    ,@pantaloonsfashion,Women's Fashion  ,contemporary womenswear blending style and comfort,,,,,,,,,,,,
Kazo    ,@kazowoman,Women's Fashion  ,modern ethnic and fusion fashion apparel,,,,,,,,,,,,
FabAlley    ,@FabAlley,Women's Fashion  ,contemporary womenswear blending style and comfort,,,,,,,,,,,,
Mochi Shoes   ,@mochishoesin,Footwear   ,modern shoes designed for active lifestyles,,,,,,,,,,,,
Metro Shoes   ,@metroshoesindia,Footwear   ,durable footwear crafted for all day comfort,,,,,,,,,,,,
Hush Puppies India  ,@hushpuppies_in,Footwear   ,affordable fashion footwear for daily use,,,,,,,,,,,,
Clarks India   ,@clarks_india,Footwear   ,comfortable stylish footwear for everyday wear,,,,,,,,,,,,
Carlton London   ,@carltonlondonindia,Footwear   ,durable footwear crafted for all day comfort,,,,,,,,,,,,
Inc.5 Shoes   ,@inc.5shoes,Footwear   ,affordable fashion footwear for daily use,,,,,,,,,,,,
Catwalk India   ,@catwalk.india,Footwear   ,durable footwear crafted for all day comfort,,,,,,,,,,,,
Flatheads    ,@flatheadsofficial,Footwear   ,performance footwear blending comfort and style,,,,,,,,,,,,
Charles & Keith India ,@charles.cfrtc,Bags & Accessories ,modern brand shaping bags & accessories experiences,,,,,,,,,,,,
Accessorize India   ,@accessorizeindiaofficial,Bags & Accessories ,modern brand shaping bags & accessories experiences,,,,,,,,,,,,
Fossil India   ,@fossil.in,Bags & Accessories ,modern brand shaping bags & accessories experiences,,,,,,,,,,,,
Lino Perros   ,@linoperros,Bags & Accessories ,modern brand shaping bags & accessories experiences,,,,,,,,,,,,
Tanishq    ,@tanishqjewellery,Jewelry   ,modern brand shaping jewelry experiences,,,,,,,,,,,,
Malabar Gold & Diamonds ,Malabar,Jewelry   ,modern brand shaping jewelry experiences,,,,,,,,,,,,
Kalyan Jewellers   ,@kalyanjewellers_official,Jewelry   ,modern brand shaping jewelry experiences,,,,,,,,,,,,
PC Jeweller   ,@pc_jeweller,Jewelry   ,modern brand shaping jewelry experiences,,,,,,,,,,,,
Senco Gold   ,@sencogoldanddiamonds,Jewelry   ,modern brand shaping jewelry experiences,,,,,,,,,,,,
Hooper Eyewear   ,@hoopereyewear,Eyewear   ,modern brand shaping eyewear experiences,,,,,,,,,,,,
H&M Home India  ,@nashirah,Home Decor  ,premium decor elevating everyday interiors,,,,,,,,,,,,
Livspace    ,@livspace,Home Decor  ,designer decor pieces for contemporary homes,,,,,,,,,,,,
HomeLane    ,@homelane_india,Home Decor  ,designer decor pieces for contemporary homes,,,,,,,,,,,,
Wander & Dwell  ,@wander,Home Decor  ,curated home aesthetics blending craft design,,,,,,,,,,,,
FabIndia Home   ,@fabindiahome,Home Decor  ,designer decor pieces for contemporary homes,,,,,,,,,,,,
The Decor Company  ,@the.decor.company,Home Decor  ,curated home aesthetics blending craft design,,,,,,,,,,,,
Stanley Lifestyles   ,@lovestanleyofficial,Furniture   ,premium home furniture for contemporary spaces,,,,,,,,,,,,
,,Furniture   ,premium home furniture for contemporary spaces,,,,,,,,,,,,
Stylespa Furniture   ,@stylespa_furniture,Furniture   ,durable furniture solutions for modern homes,,,,,,,,,,,,
Springtek    ,@springtekmattress,Mattress   ,ergonomic mattresses designed for better sleep,,,,,,,,,,,,
Wink & Nod  ,@winksounds,Mattress   ,advanced sleep systems for modern lifestyles,,,,,,,,,,,,
Livpure Sleep   ,@livpuresmartsleep,Mattress   ,premium mattresses engineered for deep rest,,,,,,,,,,,,
Vinod Cookware   ,@vinod_cookware,Kitchen & Cookware ,modern kitchen tools for efficient cooking,,,,,,,,,,,,
Morphy Richards India  ,@morphyrichardsindia,Kitchen & Cookware ,durable cookware designed for everyday cooking,,,,,,,,,,,,
Inalsa India   ,@electroit_mart,Kitchen & Cookware ,modern kitchen tools for efficient cooking,,,,,,,,,,,,
Bajaj Electricals   ,@bajajelectricals_ltd,Kitchen & Cookware ,modern kitchen tools for efficient cooking,,,,,,,,,,,,
Whiskas India   ,@whiskasindia,Pet Care  ,premium nutrition and care for pets,,,,,,,,,,,,
Me-O India   ,@meo.india1,Pet Care  ,trusted pet products for healthy companions,,,,,,,,,,,,
Almitra Sustainables   ,@almitrasustainables,Sustainable   ,modern brand shaping sustainable experiences,,,,,,,,,,,,
Doodlage    ,@doodlageofficial,Sustainable   ,modern brand shaping sustainable experiences,,,,,,,,,,,,
Asics India   ,@asicsindia,Activewear   ,performance activewear designed for movement,,,,,,,,,,,,
2XU India   ,@2xuindia,Activewear   ,fitness apparel blending function and style,,,,,,,,,,,,
Li-Ning India   ,@liningindia,Activewear   ,performance activewear designed for movement,,,,,,,,,,,,
Speedo India   ,@speedoindia,Activewear   ,comfort focused sportswear for active lifestyles,,,,,,,,,,,,
Briggs & Riley India ,@bishopbriggs,Travel & Luggage ,stylish travel bags built for adventure,,,,,,,,,,,,
Archies India   ,@archiesonline,Gifting   ,modern brand shaping gifting experiences,,,,,,,,,,,,
Hallmark India   ,@hallmarkindia,Gifting   ,modern brand shaping gifting experiences,,,,,,,,,,,,
The Gourmet Box  ,@the_gourmet_box,Gifting   ,modern brand shaping gifting experiences,,,,,,,,,,,,
Sennheiser India   ,@sennheiser_in,Lifestyle   ,smart electronics for connected lifestyles,,,,,,,,,,,,
The Derma Co,thedermacoindia,Science Skincare,lab formulated skincare for real results,,,,,,,,,,,,
WOW Skin Science,wowskinscienceindia,Natural Skincare,natural toxin free skincare essentials,,,,,,,,,,,,
Earth Rhythm,theearthrhythm,Science Skincare,clinical skincare powered by proven actives,,,,,,,,,,,,
NatHabit,nathabit.in,Natural Skincare,ayurvedic inspired clean beauty rituals,,,,,,,,,,,,
Conscious Chemist,consciouschemistindia,Science Skincare,science driven acne and barrier repair,,,,,,,,,,,,
Mamaearth Hair,,Natural Skincare,clean botanical skincare rooted in nature,,,,,,,,,,,,
WOW Hair,wowskinscienceindia,Natural Skincare,natural toxin free skincare essentials,,,,,,,,,,,,
WishCare,wishcareindia,Personal Care,modern brand shaping personal care experiences,,,,,,,,,,,,
BBlunt,bbluntindia,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
Curl Up,,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
Pilgrim Hair,discover.pilgrim,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
Indulekha,indulekha_care,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
Kesh King,keshkingofficial,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
L'Oreal Paris India,lorealparis,Beauty & Cosmetics,modern brand shaping beauty & cosmetics experiences,,,,,,,,,,,,
Matrix India,matrix,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
Kay Beauty,kaybykatrina,Beauty & Cosmetics,modern brand shaping beauty & cosmetics experiences,,,,,,,,,,,,
Plum Makeup,plumgoodness,Beauty & Cosmetics,modern brand shaping beauty & cosmetics experiences,,,,,,,,,,,,
PAC Cosmetics,paccosmeticsguwahati,Beauty & Cosmetics,modern brand shaping beauty & cosmetics experiences,,,,,,,,,,,,
Beco,,Sustainable Home & Personal Care,modern brand shaping sustainable home & personal care experiences,,,,,,,,,,,,
Himalaya Oral,himalayawellnesscompany,Oral Care,modern brand shaping oral care experiences,,,,,,,,,,,,
Patanjali Oral,patanjaliproducts,Oral Care,modern brand shaping oral care experiences,,,,,,,,,,,,
WhiteGlow,lotusbotanicalsofficial,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
Pee Safe Intimate,peesafe,Intimate Care,modern brand shaping intimate care experiences,,,,,,,,,,,,
MyMuse Wellness,,Sexual Wellness,modern brand shaping sexual wellness experiences,,,,,,,,,,,,
Sebamed Baby,sebamedindia,Baby Care,modern brand shaping baby care experiences,,,,,,,,,,,,
Early Foods,,Baby Food,modern brand shaping baby food experiences,,,,,,,,,,,,
Tinyme,,Baby Products,modern brand shaping baby products experiences,,,,,,,,,,,,
Himalaya Baby,himalayawellnesscompany,Baby Care,modern brand shaping baby care experiences,,,,,,,,,,,,
SugarFit,,Health & Fitness,modern brand shaping health & fitness experiences,,,,,,,,,,,,
Patanjali,patanjaliproducts,Ayurveda / FMCG,modern brand shaping ayurveda / fmcg experiences,,,,,,,,,,,,
Early Foods,eatearlyfoods,Health Food,modern brand shaping health food experiences,,,,,,,,,,,,
YogaBar Protein,yogabars.in,Fitness Nutrition,modern brand shaping fitness nutrition experiences,,,,,,,,,,,,
Cultsport Nutrition,,Coffee Brand,modern brand shaping coffee brand experiences,,,,,,,,,,,,
Third Wave Coffee,thirdwavecoffeeindia,Coffee Brand,modern brand shaping coffee brand experiences,,,,,,,,,,,,
Coffeeza,coffeezaindia,Coffee Brand,modern brand shaping coffee brand experiences,,,,,,,,,,,,
Chikmagalur Store,,Tea Brand,modern brand shaping tea brand experiences,,,,,,,,,,,,
Halli Berri Coffee,halliberricoffee,Tea Brand,modern brand shaping tea brand experiences,,,,,,,,,,,,
Aumi Tea,aumitea,Plant Based Food,modern brand shaping plant based food experiences,,,,,,,,,,,,
Tea Culture World,,Wine / Alcohol,modern brand shaping wine / alcohol experiences,,,,,,,,,,,,
Raw Pressery Vegan,rawpressery,Gin / Alcohol,modern brand shaping gin / alcohol experiences,,,,,,,,,,,,
Fratelli Wines,fratelliwines,Kombucha / Beverage,modern brand shaping kombucha / beverage experiences,,,,,,,,,,,,
Jaisalmer Gin,jaisalmercraftgin,Fashion,modern brand shaping fashion experiences,,,,,,,,,,,,
Atmosphere Kombucha,atmospherekombucha,Fashion Accessories,modern brand shaping fashion accessories experiences,,,,,,,,,,,,
Last Inch,lastinch.in,Fashion Accessories,modern brand shaping fashion accessories experiences,,,,,,,,,,,,
House of Indya,houseofindya,Jewellery,modern brand shaping jewellery experiences,,,,,,,,,,,,
Zouk,zouk.co.in,Eyewear,modern brand shaping eyewear experiences,,,,,,,,,,,,
Miraggio,miraggiolife,Eyewear,modern brand shaping eyewear experiences,,,,,,,,,,,,
Rubans,rubansaccessories,Eyewear,modern brand shaping eyewear experiences,,,,,,,,,,,,
John Jacobs,johnjacobs.in,Home Appliances,modern brand shaping home appliances experiences,,,,,,,,,,,,
Owndays,owndays,Home Decor,designer decor pieces for contemporary homes,,,,,,,,,,,,
Chashme Wali,chashme.wali,Home Decor,premium decor elevating everyday interiors,,,,,,,,,,,,
Neff India,neff,Home Decor,premium decor elevating everyday interiors,,,,,,,,,,,,
Pure Home + Living,purehomeandliving,Furniture,crafted furniture blending comfort and design,,,,,,,,,,,,
Mason Home,masonhome,Furniture,stylish furniture built for everyday living,,,,,,,,,,,,
Ikiru,ikiru.in,Furniture,stylish furniture built for everyday living,,,,,,,,,,,,
Wooden Street Furniture,woodenstreet,Furniture,durable furniture solutions for modern homes,,,,,,,,,,,,
Urban Ladder Furniture,urbanladder,Home Decor,curated home aesthetics blending craft design,,,,,,,,,,,,
Pepperfry Furniture,pepperfry,Mattress / Sleep,modern brand shaping mattress / sleep experiences,,,,,,,,,,,,
Orange Tree Furniture,orangetreehome,Furniture,stylish furniture built for everyday living,,,,,,,,,,,,
Wooden Street Decor,woodenstreet,Furniture,modern furniture designed for functional living,,,,,,,,,,,,
The Sleepyhead,sleepyheadhome,Mattress,sleep technology improving comfort and support,,,,,,,,,,,,
Home Centre Furniture,homecentreindia,Mattress,premium mattresses engineered for deep rest,,,,,,,,,,,,
Urban Ladder Living,urbanladder,Mattress,sleep technology improving comfort and support,,,,,,,,,,,,
Flo Mattress,flomattress,Cookware,modern brand shaping cookware experiences,,,,,,,,,,,,
Centuary Mattress,centuarymattresses,Cookware,modern brand shaping cookware experiences,,,,,,,,,,,,
Comforto Mattress,comfortomattress,Kitchen Appliances,modern brand shaping kitchen appliances experiences,,,,,,,,,,,,
Carote India,carote_official,Kitchen Appliances,modern brand shaping kitchen appliances experiences,,,,,,,,,,,,
Meyer India,meyerindia,Cookware,modern brand shaping cookware experiences,,,,,,,,,,,,
Instant Pot,instantpot,Cookware,modern brand shaping cookware experiences,,,,,,,,,,,,
KitchenAid,kitchenaid,Cookware,modern brand shaping cookware experiences,,,,,,,,,,,,
Hawkins Cookers,hawkinscookers,Pet Food,modern brand shaping pet food experiences,,,,,,,,,,,,
Coppre Cookware,coppre.in,Pet Food,modern brand shaping pet food experiences,,,,,,,,,,,,
Anjali Cookware,anjalicookware,Stationery,modern brand shaping stationery experiences,,,,,,,,,,,,
Drools,droolspetfood,Baby & Kids,modern brand shaping baby & kids experiences,,,,,,,,,,,,
Yappy India,yappyofficial,Fitness,modern brand shaping fitness experiences,,,,,,,,,,,,
Beco,beco.world,Activewear,fitness apparel blending function and style,,,,,,,,,,,,
Earth Rhythm,earth.rhythm,Luggage,modern brand shaping luggage experiences,,,,,,,,,,,,
Papier Mache,papier_mache,Luggage,modern brand shaping luggage experiences,,,,,,,,,,,,
Luxor,luxorpensindia,Luggage,modern brand shaping luggage experiences,,,,,,,,,,,,
Tinyme,tinymeindia,Fashion,modern brand shaping fashion experiences,,,,,,,,,,,,
Mothercare Kids,mothercareindia,Fashion,modern brand shaping fashion experiences,,,,,,,,,,,,
Cultsport,cultsport,Bags,modern brand shaping bags experiences,,,,,,,,,,,,
Jockey Active,jockeyindia,Outdoor Gear,modern brand shaping outdoor gear experiences,,,,,,,,,,,,
VIP Industries,vipbagsindia,Tech Accessories,modern brand shaping tech accessories experiences,,,,,,,,,,,,
American Tourister India,americantourister_india,Luggage,modern brand shaping luggage experiences,,,,,,,,,,,,
Uppercase Travel,uppercase.earth,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
Bewakoof Lifestyle,bewakoof,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
Custo India,custoindia,Beauty & Cosmetics,modern brand shaping beauty & cosmetics experiences,,,,,,,,,,,,
Stranger Bags,strangerbags,Feminine Hygiene,modern brand shaping feminine hygiene experiences,,,,,,,,,,,,
Wildcraft Gear,wildcraftin,Fashion,modern brand shaping fashion experiences,,,,,,,,,,,,
DailyObjects Carry,dailyobjects,Kitchenware,modern brand shaping kitchenware experiences,,,,,,,,,,,,
Mokobara Carry,mokobara,Luggage / Travel Gear,modern brand shaping luggage / travel gear experiences,,,,,,,,,,,,
Mamaearth Ubtan,mamaearth.in,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
Mamaearth Onion Hair,mamaearth.in,Haircare,modern brand shaping haircare experiences,,,,,,,,,,,,
Nyx Cosmetics,nyxcosmetics,Beauty & Cosmetics,modern brand shaping beauty & cosmetics experiences,,,,,,,,,,,,
Stayfree,stayfreeindia,Feminine Hygiene,modern brand shaping feminine hygiene experiences,,,,,,,,,,,,
Zara India,zara,Fashion / Apparel,modern brand shaping fashion / apparel experiences,,,,,,,,,,,,
Borosil,borosilandyou,Kitchenware / Home,modern brand shaping kitchenware / home experiences,,,,,,,,,,,,
,,,modern brand shaping nan experiences,,,,,,,,,,,,
Prolixr,prolixr,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
Bare Anatomy,bareanatomy.haircare,Hair Care,targeted hair repair and scalp health,,,,,,,,,,,,
Bamboo India,bambooindia,Sustainable Products,modern brand shaping sustainable products experiences,,,,,,,,,,,,
Bold Care,bold.care,Men's Wellness,modern brand shaping men's wellness experiences,,,,,,,,,,,,
Bodywise,be.bodywise,Women's Wellness,modern brand shaping women's wellness experiences,,,,,,,,,,,,
Intimify,intimify,Sexual Wellness,modern brand shaping sexual wellness experiences,,,,,,,,,,,,
Skin Elements,skin.elements,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
Mee Mee,meemeein,Baby Care,modern brand shaping baby care experiences,,,,,,,,,,,,
HealthKart,healthkart,Supplements,targeted nutrition for energy immunity performance,,,,,,,,,,,,
Wellbeing Nutrition,wellbeing.nutrition,Supplements,daily nutrition supplements for holistic wellness,,,,,,,,,,,,
Healthvit,healthvit,Supplements,targeted nutrition for energy immunity performance,,,,,,,,,,,,
Jiva Ayurveda,jiva.ayurveda,Ayurveda,modern brand shaping ayurveda experiences,,,,,,,,,,,,
Nagarjuna Ayurveda,nagarjunaayurvedaofficial,Ayurveda,modern brand shaping ayurveda experiences,,,,,,,,,,,,
Shathayu Ayurveda,shathayu.ayurveda,Ayurveda,modern brand shaping ayurveda experiences,,,,,,,,,,,,
True Elements,true.elements,Functional Foods,nutrition focused foods for active lifestyles,,,,,,,,,,,,
Nutty Yogi,nuttyyogi,Functional Foods,smart snacking powered by wholesome nutrition,,,,,,,,,,,,
Eat Anytime,eatanytime,Functional Foods,nutrition focused foods for active lifestyles,,,,,,,,,,,,
Teabox,teabox.tea,Specialty Tea,heritage teas sourced from select gardens,,,,,,,,,,,,
Octavius Tea,octavius.tea,Specialty Tea,heritage teas sourced from select gardens,,,,,,,,,,,,
Gopaldhara Tea,gopaldharateas,Specialty Tea,premium whole leaf teas from estates,,,,,,,,,,,,
Akshayakalpa,akshayakalpa,Dairy & Farm,modern brand shaping dairy & farm experiences,,,,,,,,,,,,
Anveshan,anveshan.farms,Natural Foods,modern brand shaping natural foods experiences,,,,,,,,,,,,
Wingreens,wingreensworld,Functional Foods,clean label snacks with functional benefits,,,,,,,,,,,,
GoodDot,gooddot,Plant-Based,modern brand shaping plant-based experiences,,,,,,,,,,,,
Bonkers Corner,bonkers.corner,Fashion,modern brand shaping fashion experiences,,,,,,,,,,,,
Anouk,anouk,Women's Fashion,trend driven womenswear for everyday style,,,,,,,,,,,,
Plaeto,plaeto.shoes,Footwear,affordable fashion footwear for daily use,,,,,,,,,,,,
Solethreads,solethreads,Footwear,durable footwear crafted for all day comfort,,,,,,,,,,,,
Bata India,bata.india,Footwear,durable footwear crafted for all day comfort,,,,,,,,,,,,
Crocs,crocs,Footwear,comfortable stylish footwear for everyday wear,,,,,,,,,,,,
Fastrack Eyewear,eyewear.fastrack,Eyewear,modern brand shaping eyewear experiences,,,,,,,,,,,,
Wooden Twist,woodentwist,Furniture,durable furniture solutions for modern homes,,,,,,,,,,,,
Wooden Twist Living,woodentwist,Home Decor,art inspired decor for modern spaces,,,,,,,,,,,,
Supertails,supertails.official,Pet Care,holistic care solutions for beloved pets,,,,,,,,,,,,
Paw Origins,paworigins,Pet Care,holistic care solutions for beloved pets,,,,,,,,,,,,
Thaely,thaely.inc,Footwear,affordable fashion footwear for daily use,,,,,,,,,,,,
Camlin,kokuyo.camlin,Stationery,modern brand shaping stationery experiences,,,,,,,,,,,,
Gala Pen,galapen,Stationery,modern brand shaping stationery experiences,,,,,,,,,,,,
Odd Giraffe,odd.giraffe,Gifting,modern brand shaping gifting experiences,,,,,,,,,,,,
Craft India,craft.india,Home Decor,modern home decor for stylish living,,,,,,,,,,,,
Incredible Gifts,incrediblegifts.in,Gifting,modern brand shaping gifting experiences,,,,,,,,,,,,
BigSmall,bigsmall.in,Gifting,modern brand shaping gifting experiences,,,,,,,,,,,,
Lil Drama,lildramaindia,Kidswear,modern brand shaping kidswear experiences,,,,,,,,,,,,
Beebay,beebay.kids,Kidswear,modern brand shaping kidswear experiences,,,,,,,,,,,,
Assembly Travel,assembly.travel,Travel,modern brand shaping travel experiences,,,,,,,,,,,,
Portronics,portronics.india,Lifestyle Electronics,modern brand shaping lifestyle electronics experiences,,,,,,,,,,,,
Hammer,hammerlifestyle_,Lifestyle Electronics,modern brand shaping lifestyle electronics experiences,,,,,,,,,,,,
Twinings India,twinings.india,Specialty Tea,heritage teas sourced from select gardens,,,,,,,,,,,,
Lululemon,lululemon,Activewear,performance activewear designed for movement,,,,,,,,,,,,
Neutrogena India,neutrogena.india,Skincare,modern brand shaping skincare experiences,,,,,,,,,,,,
OGX India,ogxbeautyindia,Hair Care,salon inspired haircare for stronger hair,,,,,,,,,,,,
Eva Feminine Care,eva__intima,Feminine Hygiene,modern brand shaping feminine hygiene experiences,,,,,,,,,,,,
Nuby India,nuby.india,Baby Care,modern brand shaping baby care experiences,,,,,,,,,,,,
Nourish Organics,nourish.organics,Functional Foods,healthy snacks crafted for mindful eating,,,,,,,,,,,,
Teakruthi,teakruthi,Specialty Tea,luxury tea blends for modern drinkers,,,,,,,,,,,,
Malabar Gold & Diamonds,malabargoldanddiamonds_usa,Jewelry,modern brand shaping jewelry experiences,,,,,,,,,,,,
Featherlite,featherliteofficefurniture,Furniture,crafted furniture blending comfort and design,,,,,,,,,,,,
Jerhigh India,jerhigh.india,Pet Care,holistic care solutions for beloved pets,,,,,,,,,,,,
GreenSole,greensole,Footwear,modern shoes designed for active lifestyles,,,,,,,,,,,,
Conserve India,conserve.india,Sustainable,modern brand shaping sustainable experiences,,,,,,,,,,,,
Away India,away.india,Travel & Luggage,durable luggage designed for modern travelers,,,,,,,,,,,,
Minimalist,beminimalist__,Science Skincare,Ingredient-focused clinical skincare for targeted concerns,,,,,,,,,,,,
Dot & Key,dotandkey.skincare,Science Skincare,Active ingredient skincare with playful branding,,,,,,,,,,,,
Fixderma,fixderma.skincare,Science Skincare,Dermatology-grade skincare for clinical skin treatments,,,,,,,,,,,,
Re'equil,reequil,Science Skincare,Balanced ingredient skincare for sensitive skin,,,,,,,,,,,,
Deconstruct,deconstruct_skincare,Science Skincare,Transparent active-ingredient skincare formulations,,,,,,,,,,,,
Foxtale,foxtaleskin,Science Skincare,Beginner-friendly active skincare routines,,,,,,,,,,,,
Pilgrim,discover.pilgrim,Science Skincare,Global ingredient inspired skincare products,,,,,,,,,,,,
Dr. Sheth's,drsheths,Science Skincare,Dermatologist-created skincare for Indian skin,,,,,,,,,,,,
Hyphen,letshyphen,Science Skincare,Celebrity-backed ingredient-led skincare brand,,,,,,,,,,,,
Skinkraft,skinkraftofficial,Science Skincare,Personalized AI-driven skincare solutions,,,,,,,,,,,,
Mamaearth,mamaearth.in,Natural Skincare,Toxin-free family skincare and personal care,,,,,,,,,,,,
Minimalist Hair,beminimalist__,Hair Care,Ingredient-focused minimalist haircare solutions,,,,,,,,,,,,
Sugar Cosmetics,trysugar,Makeup,Bold high-performance makeup for urban women,,,,,,,,,,,,
Perfora,perforaofficial,Oral Care,Premium oral care with modern design,,,,,,,,,,,,
Nua,nuawoman,Feminine Hygiene,Comfort-focused modern feminine hygiene products,,,,,,,,,,,,
Sirona,sironahygiene,Feminine Hygiene,Innovative feminine hygiene and intimate care,,,,,,,,,,,,
Pee Safe,peesafe,Feminine Hygiene,Intimate hygiene solutions for modern women,,,,,,,,,,,,
Mamaearth Baby,mamaearth.in,Baby Care,Natural toxin-free baby care products,,,,,,,,,,,,
SuperBottoms,superbottoms,Baby Care,Reusable cloth diapers and eco babycare,,,,,,,,,,,,
MuscleBlaze,muscleblaze,Protein Nutrition,Performance protein supplements for athletes,,,,,,,,,,,,
The Whole Truth,thewholetruthfoods,Functional Foods,Clean label snacks with honest ingredients,,,,,,,,,,,,
Sleepy Owl,sleepyowlcoffee,Specialty Coffee,Ready-to-drink and cold brew coffee,,,,,,,,,,,,
Blue Tokai,bluetokaicoffee,Specialty Coffee,Indian specialty coffee roasters and cafes,,,,,,,,,,,,
Rage Coffee,ragecoffee_,Specialty Coffee,Instant craft coffee with functional benefits,,,,,,,,,,,,
Vahdam,vahdamindia,Specialty Tea,Premium Indian tea direct-to-consumer brand,,,,,,,,,,,,
Chaayos,chaayos,Tea / Beverage,Customizable chai cafe experience brand,,,,,,,,,,,,
Country Delight,countrydelight,Dairy & Farm,Farm-fresh milk delivered directly daily,,,,,,,,,,,,
Epigamia,epigamia,Dairy & Farm,Greek yogurt and healthy dairy snacks,,,,,,,,,,,,
Bira 91,bira91beer,Beverages,Craft beer brand for urban consumers,,,,,,,,,,,,
Snitch,snitch.co.in,Men's Fashion,Fast-fashion menswear for young men,,,,,,,,,,,,
